	id	name	energy	duration_ms	track_href	album_image
117	1BxfuPKGuaTgP7aM0Bbdwr	Cruel Summer	0.702	178427.0	https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr	https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
118	5cF0dROlMOK5uNZtivgu50	Attention	0.613	208787.0	https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50	https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66
119	2P91MQbaiQOfbiz9VqhqKQ	I Like Me Better	0.505	197437.0	https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ	https://i.scdn.co/image/ab67616d0000b2735355919e31efac9b14c45c49
120	6V1bu6o1Yo5ZXnsCJU8Ovk	Girls Like You (feat. Cardi B) - Cardi B Version	0.541	235545.0	https://api.spotify.com/v1/tracks/6V1bu6o1Yo5ZXnsCJU8Ovk	https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c
121	6habFhsOp2NvshLv26DqMb	Despacito	0.797	229360.0	https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb	https://i.scdn.co/image/ab67616d0000b273ef0d4234e1a645740f77d59c
122	2iuZJX9X9P0GKaE93xcPjk	Sugar	0.788	235493.0	https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk	https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c
123	7ytR5pFWmSjzHJIeQkgog4	ROCKSTAR (feat. Roddy Ricch)	0.69	181733.0	https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4	https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647
124	2iUXsYOEPhVqEBwsqP70rE	Youngblood	0.854	203418.0	https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE	https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557
125	0QZ5yyl6B6utIWkxeBDxQN	The Night We Met	0.366	208212.0	https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN	https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
126	1WkMMavIMc4JZ8cfMmxHkI	"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"	0.832	237547.0	https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI	https://i.scdn.co/image/ab67616d0000b273d965d29d7dcf46ade5a8a7e4
127	2WfaOiMkCvy7F5fcp2zZ8L	Take on Me	0.902	225280.0	https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L	https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53
128	1p80LdxRV74UKvL8gnD7ky	Blank Space	0.678	231827.0	https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky	https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
129	6i0V12jOa3mr6uu4WYhUBr	Heathens	0.396	195920.0	https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr	https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb
130	43zdsphuZLzwA9k4DJhU0I	when the party's over	0.111	196077.0	https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I	https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
131	4G8gkOterJn0Ywt6uhqbhp	Radioactive	0.784	186813.0	https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp	https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a
132	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	0.538	223347.0	https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh	https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41
133	37FXw5QGFN7uwwsLy8uAc0	We Don't Talk Anymore (feat. Selena Gomez)	0.563	217707.0	https://api.spotify.com/v1/tracks/37FXw5QGFN7uwwsLy8uAc0	https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac
134	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	0.686	170770.0	https://api.spotify.com/v1/tracks/7FGq80cy8juXBCD2nrqdWU	https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d
135	2YpeDb67231RjR0MgVLzsG	Old Town Road - Remix	0.619	157067.0	https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG	https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a
136	023OVLNzXhX0j7CxswUt6D	Cheerleader - Felix Jaehn Remix Radio Edit	0.68	180560.0	https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D	https://i.scdn.co/image/ab67616d0000b2731c61cec78c70409b783d1480
137	57JVGBtBLCfHw2muk5416J	Another One Bites The Dust - Remastered 2011	0.528	214653.0	https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J	https://i.scdn.co/image/ab67616d0000b27307744e2ed983efa3e6620a47
138	2Z8WuEywRWYTKe1NybPQEW	Ride	0.713	214507.0	https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW	https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3
139	6RsWqX8zABZLhZydXxEFOm	Can't Feel My Face	0.77	213520.0	https://api.spotify.com/v1/tracks/6RsWqX8zABZLhZydXxEFOm	https://i.scdn.co/image/ab67616d0000b273aac98daa18e4edf54d7a0a70
140	4B0JvthVoAAuygILe3n4Bs	What Do You Mean?	0.567	205680.0	https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs	https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de
141	7DnAm9FOTWE3cUvso43HhI	Sweet but Psycho	0.706	187436.0	https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI	https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7
142	2s1sdSqGcKxpPr5lCl7jAV	Chandelier	0.787	216120.0	https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV	https://i.scdn.co/image/ab67616d0000b273b55ed804149fffbb5e35ff34
143	58q2HKrzhC3ozto2nDdN4z	I Like It	0.726	253390.0	https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z	https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab
144	7xQAfvXzm3AkraOtGPWIZg	Wow.	0.539	149547.0	https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg	https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
145	5qrSlOut2rNAWv3ubArkNy	Be Alright	0.537	196493.0	https://api.spotify.com/v1/tracks/5qrSlOut2rNAWv3ubArkNy	https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247
146	0Aqi7ArnBrGblW5T6p2jmD	Falling	0.431	159382.0	https://api.spotify.com/v1/tracks/0Aqi7ArnBrGblW5T6p2jmD	https://i.scdn.co/image/ab67616d0000b2734dbf782532ca5d09012dc2d5
147	0KoiMHhqKLoL4xM54rcWYY	Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)	0.801	212500.0	https://api.spotify.com/v1/tracks/0KoiMHhqKLoL4xM54rcWYY	https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
148	0azC730Exh71aQlOt9Zj3y	This Is What You Came For	0.927	222160.0	https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y	https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf
149	5GXAXm5YOmYT0kL5jHvYBt	I Feel It Coming	0.819	269187.0	https://api.spotify.com/v1/tracks/5GXAXm5YOmYT0kL5jHvYBt	https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
150	0V3wPSX9ygBnCm8psDIegu	Anti-Hero	0.643	200690.0	https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu	https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
151	2374M0fQpWi3dLnB54qaLX	Africa	0.373	295893.0	https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX	https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b
152	2tTmW7RDtMQtBk7m2rYeSw	Quevedo: Bzrp Music Sessions, Vol. 52	0.782	198938.0	https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw	https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
153	4sPmO7WMQUAf45kwMOtONw	Hello	0.451	295493.0	https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw	https://i.scdn.co/image/ab67616d0000b2734c3bbcff5e7248e415548f12
154	3swc6WTsr7rl9DqQKQA55C	Psycho (feat. Ty Dolla $ign)	0.56	221440.0	https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C	https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268
155	7zsXy7vlHdItvUSH8EwQss	Cold Water	0.798	185360.0	https://api.spotify.com/v1/tracks/7zsXy7vlHdItvUSH8EwQss	https://i.scdn.co/image/ab67616d0000b27339ab650e9b93e42c928e7dba
156	3rmo8F54jFF8OgYsqTxm5d	Bad Habits	0.893	230747.0	https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d	https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
157	7w87IxuO7BDcJ3YUqCyMTT	Pumped Up Kicks	0.71	239600.0	https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT	https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5
158	76cy1WJvNGJTj78UqeA5zr	IDGAF	0.544	217947.0	https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr	https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc
159	7eJMfftS33KTjuF7lTsMCx	death bed (coffee for your head)	0.431	173333.0	https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx	https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167
160	6Sq7ltF9Qa7SNFBsV5Cogx	Me Porto Bonito	0.712	178567.0	https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx	https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
161	3DarAbFujv6eYNliUTyqtz	Kiss Me More (feat. SZA)	0.705	208667.0	https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz	https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
162	6ifUES3keWjwXgae8pXI3o	Me Rehúso	0.804	205715.0	https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o	https://i.scdn.co/image/ab67616d0000b273d8243a13e6f41310a5fa7b96
163	696DnlkuDOXcMAnKlTgXXK	ROXANNE	0.601	163636.0	https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK	https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea
164	3e7sxremeOE3wTySiOhGiP	Dusk Till Dawn (feat. Sia) - Radio Edit	0.437	239000.0	https://api.spotify.com/v1/tracks/3e7sxremeOE3wTySiOhGiP	https://i.scdn.co/image/ab67616d0000b2732bdcb339402ebd78651f09c8
165	2y5aJvzXhHPA94U5GFAcXe	I Don’t Wanna Live Forever (Fifty Shades Darker)	0.442	245653.0	https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe	https://i.scdn.co/image/ab67616d0000b2735997605214d568d73fd365c2
166	1rqqCSm0Qe4I9rUvWncaom	High Hopes	0.904	190947.0	https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom	https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989
167	7snQQk1zcKl8gZ92AnueZW	Sweet Child O' Mine	0.952	356067.0	https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW	https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5
168	3zHq9ouUJQFQRf3cm1rRLu	"Love Me Like You Do - From ""Fifty Shades Of Grey"""	0.606	252534.0	https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu	https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd
169	2hrUO4drrO63i7FYbCLBl2	Rockabye (feat. Sean Paul & Anne-Marie)	0.73	251173.0	https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2	https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d
170	7vGuf3Y35N4wmASOKLUVVU	Silence	0.761	180823.0	https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU	https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8
171	0dKg2vGC1hFqcK5LGTaKzX	Tusa	0.701	201920.0	https://api.spotify.com/v1/tracks/0dKg2vGC1hFqcK5LGTaKzX	https://i.scdn.co/image/ab67616d0000b273ae28c8f2748587cc2a33d6c2
172	76hfruVvmfQbw0eYn1nmeC	Cake By The Ocean	0.753	219147.0	https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC	https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9
173	09IStsImFySgyp0pIQdqAc	The Middle	0.657	184732.0	https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc	https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a
174	4frLb7nWtsz2ymBE6k2GRP	Earned It (Fifty Shades Of Grey)	0.291	277680.0	https://api.spotify.com/v1/tracks/4frLb7nWtsz2ymBE6k2GRP	https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
175	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	0.626	217925.0	https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ	https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
176	7COfe3P7KgfwDwIRB8LIDw	Mi Gente	0.704	185040.0	https://api.spotify.com/v1/tracks/7COfe3P7KgfwDwIRB8LIDw	https://i.scdn.co/image/ab67616d0000b273dda2b86297d3bfb519f8b785
177	6lanRgr6wXibZr8KgzXxBl	a thousand years	0.407	285120.0	https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl	https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03
178	4tCtwWceOPWzenK2HAIJSb	Work from Home (feat. Ty Dolla $ign)	0.585	214480.0	https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb	https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8
179	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	0.539	202547.0	https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY	https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
180	4iJyoBOLtHqaGxP12qzhQI	Peaches (feat. Daniel Caesar & Giveon)	0.696	198082.0	https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI	https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
181	2qxmye6gAegTMjLKEBoR3d	Let Me Down Slowly	0.557	169354.0	https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d	https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370
182	08bNPGLD8AhKpnnERrAc6G	FRIENDS	0.88	202621.0	https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G	https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412
183	3rOSwuTsUlJp0Pu0MkN8r8	Mask Off	0.434	204600.0	https://api.spotify.com/v1/tracks/3rOSwuTsUlJp0Pu0MkN8r8	https://i.scdn.co/image/ab67616d0000b273356884f85665ebdd79223fdf
184	7vRriwrloYVaoAe3a9wJHe	i hate u, i love u (feat. olivia o'brien)	0.275	251034.0	https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe	https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8
185	7AQim7LbvFVZJE3O8TYgf2	Fuck Love	0.533	146520.0	https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2	https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
186	3eekarcy7kvN4yt5ZFzltW	HIGHEST IN THE ROOM	0.427	175721.0	https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW	https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b
187	4wCmqSrbyCgxEXROQE6vtV	Somebody That I Used To Know	0.495	244973.0	https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV	https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed
188	12GEpg2XOPyqk03JZEZnJs	It Ain’t Me (with Selena Gomez)	0.533	220781.0	https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs	https://i.scdn.co/image/ab67616d0000b273f9dcc529e62f2a4675f88738
189	4kbj5MwxO1bq9wjT5g9HaA	Shut Up and Dance	0.866	199080.0	https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA	https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3
190	2BgEsaKNfHUdlh97KmvFyo	2002	0.683	186987.0	https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo	https://i.scdn.co/image/ab67616d0000b27338aae75dc37fb42457866ffd
191	3jjujdWJ72nww5eGnfs2E7	Adore You	0.771	207133.0	https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7	https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
192	70eFcWOvlMObDhURTqT4Fv	Beautiful People (feat. Khalid)	0.647	197867.0	https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv	https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259
193	52okn5MNA47tk87PeZJLEL	Let You Down	0.714	212120.0	https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL	https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f
194	3ERa3mEeOnrh2Mc47qM6T1	Halo	0.72	261640.0	https://api.spotify.com/v1/tracks/3ERa3mEeOnrh2Mc47qM6T1	https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef
195	3kxfsdsCpFgN412fpnW85Y	Redbone	0.356	326933.0	https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y	https://i.scdn.co/image/ab67616d0000b2730b97e56ffad7c6211aa848f8
196	5ChkMS8OtdzJeqyybCc9R5	Billie Jean	0.654	293827.0	https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5	https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be
197	2bRKxuH1o7pTmb1y4GfdEc	Clean White Noise - Loopable with no fade	0.00342	90228.0	https://api.spotify.com/v1/tracks/2bRKxuH1o7pTmb1y4GfdEc	https://i.scdn.co/image/ab67616d0000b273192e900f24e5992e431f4034
198	0lHAMNU8RGiIObScrsRgmP	Titanium (feat. Sia)	0.788	245040.0	https://api.spotify.com/v1/tracks/0lHAMNU8RGiIObScrsRgmP	https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e
199	1CkvWZme3pRgbzaxZnTl5X	Rolling in the Deep	0.756	228293.0	https://api.spotify.com/v1/tracks/1CkvWZme3pRgbzaxZnTl5X	https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566
200	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	0.77	184560.0	https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33	https://i.scdn.co/image/ab67616d0000b27328a8a05c3a7ba952c7615ab9
201	152lZdxL1OR0ZMW6KquMif	Location	0.449	219080.0	https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif	https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
202	1pKeFVVUOPjFsOABub0OaV	Side To Side	0.736	226160.0	https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV	https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd
203	5tz69p7tJuGPeMGwNTxYuV	1-800-273-8255	0.574	250173.0	https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV	https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805
204	7iDa6hUg2VgEL1o1HjmfBn	Meant to Be (feat. Florida Georgia Line)	0.783	163870.0	https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn	https://i.scdn.co/image/ab67616d0000b2731ba5682505dd6e2592b16e41
205	72gv4zhNvRVdQA0eOenCal	Symphony (feat. Zara Larsson)	0.605	212733.0	https://api.spotify.com/v1/tracks/72gv4zhNvRVdQA0eOenCal	https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d
206	23L5CiUhw2jV1OIMwthR3S	In the Name of Love	0.519	195707.0	https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S	https://i.scdn.co/image/ab67616d0000b2738c77bcf5f5a227d270d23370
207	11IzgLRXV7Cgek3tEgGgjw	Under Pressure - Remastered 2011	0.711	248440.0	https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw	https://i.scdn.co/image/ab67616d0000b273a1e05e1048e2cf2737adf742
208	7AFASza1mXqntmGtbxXprO	changes	0.308	121887.0	https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO	https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
209	1LmN9SSHISbtp9LoaR5ZVJ	Payphone	0.756	231387.0	https://api.spotify.com/v1/tracks/1LmN9SSHISbtp9LoaR5ZVJ	https://i.scdn.co/image/ab67616d0000b2733119f490f02fcee6514e8604
210	0ct6r3EGTcMLPtrXHDvVjc	The Nights	0.835	176658.0	https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc	https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad
211	2toVe5hfuIi97ytDPDbQFt	Taste (feat. Offset)	0.613	229210.0	https://api.spotify.com/v1/tracks/2toVe5hfuIi97ytDPDbQFt	https://i.scdn.co/image/ab67616d0000b273d38a9c6e4fcfeb128f111f6b
212	4m6D70k5xMmCDCB19u7Bi0	Work	0.534	219320.0	https://api.spotify.com/v1/tracks/4m6D70k5xMmCDCB19u7Bi0	https://i.scdn.co/image/ab67616d0000b273bfcf63a644e9e4d7c4517cdb
213	6K4t31amVTZDgR3sKmwUJJ	The Less I Know The Better	0.74	216320.0	https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ	https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79
214	3gbBpTdY8lnQwqxNCcf795	Pompeii	0.715	214148.0	https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795	https://i.scdn.co/image/ab67616d0000b273258225089decfb3d5c3718d3
215	5mCPDVBb16L4XQwDdbRUpz	Passionfruit	0.463	298941.0	https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz	https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700
216	2qT1uLXPVPzGgFOx4jtEuo	no tears left to cry	0.713	205920.0	https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo	https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394
217	1jYiIOC5d6soxkJP81fxq2	I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)	0.667	288877.0	https://api.spotify.com/v1/tracks/1jYiIOC5d6soxkJP81fxq2	https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c
218	3ZCTVFBt2Brf31RLEnCkWJ	everything i wanted	0.225	245426.0	https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ	https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249
219	0tBbt8CrmxbjRP0pueQkyU	Wolves	0.804	197993.0	https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU	https://i.scdn.co/image/ab67616d0000b273307910d4242c0d6b1fedf955
220	6b8Be6ljOzmkOmFslEb23P	24K Magic	0.803	225983.0	https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P	https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5
221	22vgEDb5hykfaTwLuskFGD	Sucker	0.734	181027.0	https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD	https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597
222	3dPQuX8Gs42Y7b454ybpMR	Seven Nation Army	0.446	232107.0	https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR	https://i.scdn.co/image/ab67616d0000b273a69f71a8794e2d867a52f98f
223	40riOy7x9W7GXjyGp4pjAv	Hotel California - 2013 Remaster	0.508	391376.0	https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv	https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778
224	5w9c2J52mkdntKOmRLeM2m	Con Calma	0.86	193227.0	https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m	https://i.scdn.co/image/ab67616d0000b273896ffcd42561c44fea2bae7b
225	1rIKgCH4H52lrvDcz50hS8	Lush Life	0.712	201122.0	https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8	https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
226	3Wrjm47oTz2sjIgck11l5e	Beggin'	0.8	211560.0	https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e	https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045
227	0wwPcA6wtMf6HUMpIRdeP7	Hotline Bling	0.628	267067.0	https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7	https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
228	2FRnf9qhLbvw8fu4IBXx78	Last Christmas	0.478	262960.0	https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78	https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d
229	2TH65lNHgvLxCKXM3apjxI	Callaita	0.624	250534.0	https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI	https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5
230	2RttW7RAu5nOAfq6YFvApB	Happier	0.385	207520.0	https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB	https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
231	2grjqo0Frpf2okIBiifQKs	September	0.832	215093.0	https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs	https://i.scdn.co/image/ab67616d0000b2734dd033f4cf3a0a58059cde69
232	6PCUP3dWmTjcTtXY02oFdT	Castle on the Hill	0.834	261154.0	https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT	https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
